0|37
1|3
2|46
3|6
4|25
5|41
6|41
7|3
8|12
9|36
10|3
11|3
12|0
13|22
14|2
15|15
16|3
17|25
18|12
19|46
20|0
21|14
22|29
23|31
24|6
25|11
26|46
27|17
28|3
29|36
30|15
31|25
32|42
33|11
34|44
35|36
36|38
37|45
38|7
39|5
40|19
41|12
42|30
43|1
44|14
45|13
46|44
47|21
48|11
49|7
50|44
51|40
52|10
53|39
54|47
55|32
56|43
57|42
58|34
59|39
60|16
61|44
62|17
63|21
64|11
65|49
66|46
67|28
68|48
69|39
70|26
71|35
72|23
73|7
74|4
75|16
76|20
77|34
78|31
79|22
80|33
81|48
82|47
83|40
84|35
85|35
86|8
87|45
88|12
89|25
90|30
91|24
92|30
93|40
94|5
95|11
96|6
97|6
98|0
99|42
100|4
101|21
102|14
103|2
104|20
105|45
106|11
107|22
108|36
109|24
110|29
111|33
112|15
113|41
114|9
115|6
116|1
117|29
118|18
119|42
120|48
121|34
122|15
123|34
124|3
125|29
126|34
127|6
128|31
129|10
130|17
131|33
132|32
133|14
134|29
135|15
136|16
137|18
138|1
139|36
140|39
141|15
142|20
143|27
144|8
145|30
146|32
147|46
148|10
149|8
150|14
151|18
152|3
153|35
154|10
155|37
156|43
157|34
158|5
159|40
160|27
161|42
162|9
163|0
164|8
165|6
166|4
167|27
168|2
169|30
170|36
171|38
172|35
173|20
174|6
175|9
176|24
177|45
178|40
179|3
180|22
181|17
182|0
183|42
184|30
185|44
186|39
187|49
188|6
189|45
190|40
191|1
192|23
193|0
194|41
195|2
196|32
197|44
198|8
199|29
200|31
201|3
202|2
203|45
204|40
205|37
206|17
207|15
208|14
209|16
210|16
211|37
212|33
213|15
214|10
215|39
216|35
217|3
218|16
219|18
220|14
221|25
222|12
223|12
224|41
225|8
226|28
227|41
228|34
229|19
230|27
231|5
232|39
233|12
234|3
235|9
236|44
237|17
238|4
239|22
240|46
241|47
242|24
243|20
244|15
245|8
246|46
247|32
248|31
249|12
250|47
251|27
252|26
253|10
254|37
255|5
256|33
257|47
258|22
259|1
260|30
261|38
262|15
263|33
264|38
265|20
266|20
267|46
268|39
269|37
270|12
271|13
272|43
273|47
274|46
275|28
276|46
277|35
278|14
279|11
280|42
281|48
282|21
283|11
284|22
285|36
286|1
287|8
288|2
289|42
290|37
291|17
292|9
293|4
294|23
295|0
296|41
297|5
298|22
299|24
300|24
301|29
302|35
303|12
304|16
305|9
306|24
307|44
308|45
309|39
310|36
311|6
312|15
313|31
314|49
315|20
316|37
317|9
318|34
319|13
320|4
321|21
322|27
323|41
324|5
325|1
326|44
327|31
328|26
329|44
330|18
331|29
332|7
333|40
334|37
335|24
336|28
337|19
338|22
339|40
340|15
341|30
342|1
343|46
344|37
345|5
346|37
347|45
348|5
349|27
350|48
351|10
352|3
353|29
354|5
355|45
356|25
357|32
358|38
359|47
360|43
361|24
362|1
363|2
364|19
365|17
366|20
367|43
368|48
369|10
370|10
371|2
372|36
373|41
374|44
375|17
376|13
377|14
378|32
379|21
380|19
381|25
382|17
383|11
384|40
385|18
386|11
387|8
388|1
389|10
390|16
391|15
392|31
393|9
394|26
395|40
396|13
397|43
398|44
399|10
400|47
401|19
402|3
403|9
404|45
405|30
406|22
407|15
408|34
409|38
410|36
411|49
412|39
413|9
414|36
415|24
416|9
417|29
418|1
419|12
420|29
421|8
422|5
423|9
424|40
425|48
426|41
427|31
428|41
429|49
430|9
431|8
432|48
433|34
434|5
435|9
436|41
437|8
438|11
439|28
440|15
441|0
442|25
443|21
444|12
445|0
446|34
447|31
448|1
449|22
450|21
451|49
452|22
453|2
454|41
455|30
456|47
457|30
458|17
459|3
460|16
461|11
462|30
463|38
464|36
465|12
466|8
467|16
468|30
469|31
470|47
471|27
472|25
473|14
474|32
475|17
476|1
477|1
478|12
479|18
480|46
481|20
482|33
483|49
484|14
485|37
486|18
487|28
488|2
489|29
490|34
491|42
492|35
493|36
494|23
495|27
496|36
497|17
498|47
499|26
500|15
501|21
502|46
503|47
504|41
505|48
506|47
507|47
508|20
509|43
510|36
511|33
512|45
513|18
514|13
515|21
516|36
517|25
518|29
519|22
520|37
521|7
522|0
523|32
524|10
525|33
526|39
527|47
528|29
529|4
530|22
531|30
532|48
533|27
534|11
535|5
536|28
537|44
538|19
539|6
540|35
541|49
542|16
543|28
544|18
545|24
546|28
547|7
548|19
549|12
550|3
551|1
552|43
553|34
554|0
555|28
556|45
557|15
558|7
559|31
560|26
561|6
562|7
563|33
564|39
565|23
566|23
567|13
568|4
569|33
570|42
571|38
572|0
573|25
574|25
575|23
576|6
577|20
578|18
579|7
580|33
581|49
582|40
583|39
584|14
585|36
586|14
587|30
588|10
589|45
590|21
591|22
592|37
593|8
594|32
595|12
596|46
597|22
598|19
599|34
600|34
601|37
602|24
603|21
604|35
605|20
606|7
607|25
608|12
609|35
610|9
611|8
612|15
613|3
614|9
615|16
616|8
617|16
618|1
619|43
620|7
621|6
622|44
623|18
624|29
625|44
626|21
627|7
628|41
629|0
630|46
631|45
632|6
633|41
634|0
635|28
636|32
637|9
638|31
639|13
640|7
641|2
642|36
643|40
644|2
645|40
646|5
647|0
648|24
649|30
650|42
651|5
652|34
653|15
654|48
655|31
656|6
657|27
658|18
659|26
660|0
661|35
662|18
663|16
664|35
665|2
666|29
667|37
668|39
669|49
670|30
671|41
672|48
673|35
674|39
675|39
676|26
677|9
678|48
679|9
680|13
681|46
682|5
683|40
684|37
685|20
686|30
687|20
688|11
689|43
690|46
691|33
692|33
693|21
694|33
695|8
696|33
697|0
698|27
699|24
700|35
701|15
702|38
703|24
704|4
705|19
706|32
707|35
708|27
709|9
710|48
711|22
712|10
713|10
714|46
715|17
716|23
717|32
718|49
719|19
720|42
721|36
722|47
723|21
724|22
725|43
726|41
727|45
728|45
729|49
730|46
731|20
732|33
733|45
734|8
735|4
736|6
737|22
738|26
739|35
740|29
741|43
742|30
743|2
744|6
745|1
746|23
747|0
748|1
749|44
750|13
751|40
752|14
753|2
754|7
755|49
756|1
757|17
758|49
759|42
760|21
761|14
762|29
763|29
764|21
765|24
766|28
767|12
768|35
769|5
770|48
771|48
772|32
773|48
774|47
775|12
776|13
777|41
778|45
779|7
780|33
781|24
782|8
783|29
784|23
785|17
786|1
787|22
788|0
789|4
790|46
791|27
792|4
793|43
794|14
795|9
796|24
797|25
798|31
799|49
800|44
801|14
802|42
803|2
804|11
805|48
806|9
807|0
808|0
809|23
810|49
811|48
812|22
813|23
814|1
815|38
816|49
817|48
818|31
819|28
820|33
821|31
822|23
823|38
824|20
825|46
826|12
827|49
828|22
829|33
830|31
831|42
832|33
833|14
834|30
835|37
836|43
837|0
838|31
839|23
840|9
841|12
842|25
843|21
844|44
845|27
846|21
847|15
848|9
849|35
850|43
851|31
852|40
853|33
854|26
855|41
856|22
857|43
858|45
859|19
860|16
861|41
862|26
863|26
864|21
865|8
866|3
867|13
