0|34
1|33
2|7
3|16
4|10
5|41
6|30
7|42
8|28
9|38
10|43
11|43
12|8
13|17
14|25
15|37
16|44
17|10
18|21
19|7
20|11
21|42
22|14
23|27
24|47
25|25
26|41
27|29
28|4
29|20
30|8
31|34
32|42
33|42
34|37
35|21
36|42
37|21
38|23
39|30
40|28
41|39
42|35
43|33
44|14
45|10
46|41
47|23
48|16
49|26
50|35
51|26
52|7
53|36
54|7
55|49
56|36
57|20
58|39
59|10
60|18
61|25
62|35
63|4
64|23
65|32
66|39
67|3
68|38
69|49
70|48
71|32
72|48
73|49
74|41
75|40
76|17
77|35
78|3
79|48
80|18
81|34
82|0
83|39
84|23
85|7
86|21
87|5
88|1
89|45
90|46
91|18
92|19
93|33
94|3
95|26
96|34
97|46
98|2
99|40
100|9
101|23
102|34
103|28
104|32
105|21
106|43
107|32
108|48
109|20
110|26
111|1
112|21
113|25
114|2
115|33
116|26
117|17
118|39
119|27
120|30
121|45
122|24
123|19
124|14
125|37
126|12
127|14
128|41
129|6
130|6
131|39
132|6
133|9
134|31
135|39
136|48
137|43
138|32
139|20
140|16
141|1
142|20
143|21
144|43
145|44
146|21
147|31
148|25
149|23
150|26
151|33
152|11
153|19
154|45
155|28
156|38
157|22
158|24
159|18
160|22
161|35
162|25
163|17
164|36
165|7
166|1
167|10
168|26
169|24
170|29
171|29
172|40
173|18
174|47
175|46
176|2
177|44
178|43
179|19
180|31
181|15
182|6
183|17
184|30
185|40
186|35
187|39
188|46
189|46
190|43
191|17
192|23
193|17
194|2
195|20
196|15
197|6
198|11
199|25
200|48
201|49
202|28
203|22
204|25
205|38
206|46
207|42
208|28
209|33
210|13
211|8
212|33
213|19
214|39
215|2
216|12
217|15
218|34
219|14
220|2
221|34
222|20
223|7
224|12
225|11
226|28
227|46
228|48
229|14
230|2
231|30
232|4
233|15
234|3
235|11
236|0
237|21
238|41
239|47
240|25
241|30
242|0
243|39
244|0
245|43
246|6
247|11
248|42
249|32
250|29
251|25
252|21
253|2
254|20
255|23
256|37
257|34
258|39
259|17
260|27
261|37
262|0
263|41
264|42
265|33
266|17
267|47
268|34
269|25
270|36
271|29
272|19
273|16
274|25
275|44
276|39
277|3
278|49
279|9
280|10
281|0
282|34
283|21
284|47
285|14
286|5
287|23
288|40
289|12
290|20
291|17
292|37
293|12
294|13
295|42
296|1
297|13
298|21
299|17
300|40
301|44
302|17
303|49
304|0
305|8
306|32
307|10
308|31
309|15
310|40
311|24
312|17
313|0
314|32
315|49
316|9
317|6
318|19
319|7
320|11
321|8
322|6
323|0
324|4
325|2
326|22
327|22
328|12
329|2
330|45
331|35
332|9
333|46
334|36
335|49
336|42
337|19
338|11
339|6
340|31
341|13
342|30
343|35
344|12
345|6
346|44
347|36
348|35
349|37
350|17
351|22
352|8
353|41
354|9
355|34
356|9
357|5
358|49
359|28
360|7
361|21
362|28
363|42
364|44
365|43
366|7
367|13
368|37
369|25
370|10
371|14
372|22
373|20
374|12
375|27
376|45
377|9
378|42
379|46
380|44
381|25
382|31
383|25
384|19
385|42
386|3
387|33
388|7
389|48
390|19
391|17
392|45
393|1
394|31
395|40
396|6
397|38
398|16
399|20
400|23
401|47
402|49
403|11
404|20
405|26
406|30
407|18
408|39
409|3
410|27
411|20
412|33
413|45
414|47
415|47
416|26
417|28
418|3
419|29
420|35
421|15
422|18
423|43
424|10
425|9
426|14
427|0
428|28
429|35
430|7
431|30
432|16
433|28
434|28
435|4
436|0
437|23
438|34
439|24
440|28
441|22
442|41
443|19
444|1
445|19
446|38
447|5
448|27
449|27
450|24
451|6
452|6
453|17
454|12
455|14
456|27
457|35
458|23
459|33
460|36
461|12
462|40
463|34
464|9
465|15
466|46
467|37
468|30
469|36
470|42
471|11
472|31
473|19
474|4
475|39
476|33
477|15
478|19
479|32
480|9
481|36
