1|20190708T11353|cdmompzo-m5qr-c394-yp0q-3zpmlqwnw7ho|199|13
2|20190708T11353|p4esdik5-iq37-dkrn-538p-23q4u3s6r1ld|2478|14
3|20190708T11353|7kyuij2m-ns8k-740s-x0uj-d2vuv19qqhgt|1258|10
4|20190708T11353|fshtbkyb-klcd-a57t-8cdr-q7dv2ybtkzrl|530|7
5|20190708T11353|mgk7prrg-khq1-52ro-g7fd-0t8kod19rnyy|1691|14
6|20190708T11353|vccw36bi-4do6-6gbs-tgyp-omu83hlv2m9f|3|1
7|20190708T11353|qyw5rnd3-3ksc-9vax-6jk6-0icih78sv5c3|1175|5
8|20190708T11353|bszc6lhy-vfot-krr5-amc6-4c6w3a9d6tyx|81|18
9|20190708T11353|wl3v7vls-li0t-gyb0-9921-ivv9ydlbwcx5|1514|7
10|20190708T11353|rc7i0sde-eor1-ci9f-ciho-81vh8q97el00|2454|14
11|20190708T11353|mgk7prrg-khq1-52ro-g7fd-0t8kod19rnyy|978|2
12|20190708T11353|goe6dhcw-b65s-sdfy-bjan-34ep06iq7ix4|971|11
13|20190708T11353|qyw5rnd3-3ksc-9vax-6jk6-0icih78sv5c3|725|5
14|20190708T11353|k8dlwjo7-j1ni-kwsr-xzkr-5tgm73csijhu|190|2
15|20190708T11353|idgshgqw-ar39-yu8y-logp-tsjnvzp4mg5n|303|3
16|20190708T11353|kc4pr54n-n72y-e8uw-zbpz-86gxt0s4288e|2328|11
17|20190708T11353|mgk7prrg-khq1-52ro-g7fd-0t8kod19rnyy|2308|17
18|20190708T11353|kc4pr54n-n72y-e8uw-zbpz-86gxt0s4288e|689|11
19|20190708T11353|31n007wy-ypmn-lga7-90lx-yvfvl4reqeua|1894|7
20|20190708T11353|p4esdik5-iq37-dkrn-538p-23q4u3s6r1ld|905|8
21|20190708T11353|qyw5rnd3-3ksc-9vax-6jk6-0icih78sv5c3|1131|18
22|20190708T11353|k8dlwjo7-j1ni-kwsr-xzkr-5tgm73csijhu|1413|14
23|20190708T11353|idgshgqw-ar39-yu8y-logp-tsjnvzp4mg5n|1198|2
24|20190708T11353|ghtyyzlj-8enk-0j7p-ha8g-o1h9ibl787lc|2271|4
25|20190708T11353|f881c59x-iq45-lws4-cucz-vg8iajavh0fx|1283|6
26|20190708T11353|kc4pr54n-n72y-e8uw-zbpz-86gxt0s4288e|432|7
27|20190708T11353|42mh44uu-5qhy-4fgg-dzwa-hi3jmuy70lsx|1407|10
28|20190708T11353|o6afqyw0-sczi-pu53-oo7x-iahrrt5wafq7|2133|19
29|20190708T11353|f881c59x-iq45-lws4-cucz-vg8iajavh0fx|1837|8
30|20190708T11353|siq1fnf5-gkyc-lr3b-dagi-quey1umghqrr|392|6
31|20190708T11353|goe6dhcw-b65s-sdfy-bjan-34ep06iq7ix4|1624|18
32|20190708T11353|idgshgqw-ar39-yu8y-logp-tsjnvzp4mg5n|1330|10
33|20190708T11353|32lzxio7-3in9-jggx-sgno-t27ypa06mwd4|2409|15
34|20190708T11353|fshtbkyb-klcd-a57t-8cdr-q7dv2ybtkzrl|8|2
35|20190708T11353|qyw5rnd3-3ksc-9vax-6jk6-0icih78sv5c3|2743|1
36|20190708T11353|ua1c8p4g-gxm2-oejm-1atu-ftl1iv7zkavd|1694|11
37|20190708T11353|cdmompzo-m5qr-c394-yp0q-3zpmlqwnw7ho|2956|10
38|20190708T11353|k8dlwjo7-j1ni-kwsr-xzkr-5tgm73csijhu|2736|13
39|20190708T11353|cdmompzo-m5qr-c394-yp0q-3zpmlqwnw7ho|727|14
40|20190708T11353|31n007wy-ypmn-lga7-90lx-yvfvl4reqeua|415|12
41|20190708T11353|jc3z8m4y-6vgr-hme8-034g-q5hj5pontlsd|647|5
42|20190708T11353|ghtyyzlj-8enk-0j7p-ha8g-o1h9ibl787lc|1640|18
43|20190708T11353|42mh44uu-5qhy-4fgg-dzwa-hi3jmuy70lsx|900|3
44|20190708T11353|ghtyyzlj-8enk-0j7p-ha8g-o1h9ibl787lc|119|10
45|20190708T11353|goe6dhcw-b65s-sdfy-bjan-34ep06iq7ix4|2356|7
46|20190708T11353|cdmompzo-m5qr-c394-yp0q-3zpmlqwnw7ho|2760|11
47|20190708T11353|jc3z8m4y-6vgr-hme8-034g-q5hj5pontlsd|1219|9
48|20190708T11353|42mh44uu-5qhy-4fgg-dzwa-hi3jmuy70lsx|525|11
49|20190708T11353|c8l31idq-xrsj-1qx9-7wvt-ha5ydlqrcdig|2620|5
50|20190708T11353|vccw36bi-4do6-6gbs-tgyp-omu83hlv2m9f|743|18
51|20190708T11353|fshtbkyb-klcd-a57t-8cdr-q7dv2ybtkzrl|462|3
52|20190708T11353|k8dlwjo7-j1ni-kwsr-xzkr-5tgm73csijhu|934|5
53|20190708T11353|cdmompzo-m5qr-c394-yp0q-3zpmlqwnw7ho|2115|18
54|20190708T11353|888lpgfo-ejr7-7ocy-8uny-z635q3gufhh6|126|11
55|20190708T11353|31n007wy-ypmn-lga7-90lx-yvfvl4reqeua|467|15
56|20190708T11353|k8dlwjo7-j1ni-kwsr-xzkr-5tgm73csijhu|2143|14
57|20190708T11353|t5xyjycx-09at-mi0r-w6xv-85q7g2ufn1xm|2197|1
58|20190708T11353|rc7i0sde-eor1-ci9f-ciho-81vh8q97el00|2080|4
59|20190708T11353|khjlrgja-xmw8-9i04-ztmi-4hfl775ae3z4|1596|7
60|20190708T11353|888lpgfo-ejr7-7ocy-8uny-z635q3gufhh6|1073|1
61|20190708T11353|p4esdik5-iq37-dkrn-538p-23q4u3s6r1ld|2809|9
62|20190708T11353|vccw36bi-4do6-6gbs-tgyp-omu83hlv2m9f|1129|8
63|20190708T11353|42mh44uu-5qhy-4fgg-dzwa-hi3jmuy70lsx|530|7
64|20190708T11353|32lzxio7-3in9-jggx-sgno-t27ypa06mwd4|1233|7
65|20190708T11353|c8l31idq-xrsj-1qx9-7wvt-ha5ydlqrcdig|1402|13
66|20190708T11353|c8l31idq-xrsj-1qx9-7wvt-ha5ydlqrcdig|1128|15
67|20190708T11353|rc7i0sde-eor1-ci9f-ciho-81vh8q97el00|244|5
68|20190708T11353|rc7i0sde-eor1-ci9f-ciho-81vh8q97el00|138|19
69|20190708T11353|cdmompzo-m5qr-c394-yp0q-3zpmlqwnw7ho|2839|13
70|20190708T11353|khjlrgja-xmw8-9i04-ztmi-4hfl775ae3z4|2739|0
71|20190708T11353|t5xyjycx-09at-mi0r-w6xv-85q7g2ufn1xm|236|10
72|20190708T11353|p4esdik5-iq37-dkrn-538p-23q4u3s6r1ld|1073|17
73|20190708T11353|l4u6k9wa-ewuy-3ejc-9tw3-7tln8mlobhsa|296|16
74|20190708T11353|t5xyjycx-09at-mi0r-w6xv-85q7g2ufn1xm|925|10
75|20190708T11353|888lpgfo-ejr7-7ocy-8uny-z635q3gufhh6|753|8
76|20190708T11353|jc3z8m4y-6vgr-hme8-034g-q5hj5pontlsd|1675|13
77|20190708T11353|khjlrgja-xmw8-9i04-ztmi-4hfl775ae3z4|1720|3
78|20190708T11353|siq1fnf5-gkyc-lr3b-dagi-quey1umghqrr|2535|1
79|20190708T11353|vccw36bi-4do6-6gbs-tgyp-omu83hlv2m9f|2999|5
80|20190708T11353|f881c59x-iq45-lws4-cucz-vg8iajavh0fx|1997|8
81|20190708T11353|ghtyyzlj-8enk-0j7p-ha8g-o1h9ibl787lc|1034|6
82|20190708T11353|p4esdik5-iq37-dkrn-538p-23q4u3s6r1ld|1328|0
83|20190708T11353|32lzxio7-3in9-jggx-sgno-t27ypa06mwd4|75|6
84|20190708T11353|7kyuij2m-ns8k-740s-x0uj-d2vuv19qqhgt|1553|7
85|20190708T11353|qyw5rnd3-3ksc-9vax-6jk6-0icih78sv5c3|587|15
86|20190708T11353|ghtyyzlj-8enk-0j7p-ha8g-o1h9ibl787lc|1906|11
87|20190708T11353|31n007wy-ypmn-lga7-90lx-yvfvl4reqeua|347|2
88|20190708T11353|ghtyyzlj-8enk-0j7p-ha8g-o1h9ibl787lc|482|12
89|20190708T11353|qyw5rnd3-3ksc-9vax-6jk6-0icih78sv5c3|679|1
90|20190708T11353|wl3v7vls-li0t-gyb0-9921-ivv9ydlbwcx5|1275|2
91|20190708T11353|mgk7prrg-khq1-52ro-g7fd-0t8kod19rnyy|195|1
92|20190708T11353|31n007wy-ypmn-lga7-90lx-yvfvl4reqeua|2059|16
93|20190708T11353|wl3v7vls-li0t-gyb0-9921-ivv9ydlbwcx5|176|15
94|20190708T11353|42mh44uu-5qhy-4fgg-dzwa-hi3jmuy70lsx|1708|1
95|20190708T11353|c8l31idq-xrsj-1qx9-7wvt-ha5ydlqrcdig|779|6
96|20190708T11353|42mh44uu-5qhy-4fgg-dzwa-hi3jmuy70lsx|2401|3
97|20190708T11353|fshtbkyb-klcd-a57t-8cdr-q7dv2ybtkzrl|2240|6
98|20190708T11353|t5xyjycx-09at-mi0r-w6xv-85q7g2ufn1xm|2146|5
99|20190708T11353|31n007wy-ypmn-lga7-90lx-yvfvl4reqeua|1388|5
100|20190708T11353|m03migfn-wiem-gau5-vsbm-2qdebdym7k2w|1531|19
101|20190708T11353|l4u6k9wa-ewuy-3ejc-9tw3-7tln8mlobhsa|143|15
102|20190708T11353|9gucu045-3wm0-n1mv-gnhp-mpopc69dy0ow|567|9
103|20190708T11353|7kyuij2m-ns8k-740s-x0uj-d2vuv19qqhgt|2690|6
104|20190708T11353|9gucu045-3wm0-n1mv-gnhp-mpopc69dy0ow|1962|3
105|20190708T11353|l4u6k9wa-ewuy-3ejc-9tw3-7tln8mlobhsa|1751|2
106|20190708T11353|qyw5rnd3-3ksc-9vax-6jk6-0icih78sv5c3|2780|10
107|20190708T11353|f881c59x-iq45-lws4-cucz-vg8iajavh0fx|476|7
108|20190708T11353|ua1c8p4g-gxm2-oejm-1atu-ftl1iv7zkavd|706|12
109|20190708T11353|kc4pr54n-n72y-e8uw-zbpz-86gxt0s4288e|1629|9
110|20190708T11353|rc7i0sde-eor1-ci9f-ciho-81vh8q97el00|1117|8
111|20190708T11353|khjlrgja-xmw8-9i04-ztmi-4hfl775ae3z4|1159|4
112|20190708T11353|kc4pr54n-n72y-e8uw-zbpz-86gxt0s4288e|644|14
113|20190708T11353|qyw5rnd3-3ksc-9vax-6jk6-0icih78sv5c3|754|17
114|20190708T11353|f881c59x-iq45-lws4-cucz-vg8iajavh0fx|641|16
115|20190708T11353|vccw36bi-4do6-6gbs-tgyp-omu83hlv2m9f|681|18
116|20190708T11353|p4esdik5-iq37-dkrn-538p-23q4u3s6r1ld|2679|16
