1|20190711T163057|vik1zg9e-37v1-kxds-coca-ztg2d4uebvkg|465|18
2|20190711T163057|rmltoscp-jdsk-31dx-478m-bd9wzb3ogmzj|499|14
3|20190711T163057|vik1zg9e-37v1-kxds-coca-ztg2d4uebvkg|633|5
4|20190711T163057|e9hvsism-uw34-6u74-dizs-n3m79l93nbqn|361|10
5|20190711T163057|8pb0kk74-64zr-eyc3-we7t-y6xw4wyaxdvm|1294|9
6|20190711T163057|6tcrzxyw-jaix-lpkn-j4pr-uej0oeswxiau|1146|0
7|20190711T163057|x1zx7oyk-8isc-i58n-z86n-vdnb60sc0xvo|1075|15
8|20190711T163057|x1zx7oyk-8isc-i58n-z86n-vdnb60sc0xvo|482|3
9|20190711T163057|axt4661k-2awh-vsrf-jkjs-bdzmclasty9b|431|4
10|20190711T163057|7j6db3sd-t2uq-5hzg-ze8e-vk7jfknz5aau|382|9
11|20190711T163057|6tcrzxyw-jaix-lpkn-j4pr-uej0oeswxiau|96|0
12|20190711T163057|6tcrzxyw-jaix-lpkn-j4pr-uej0oeswxiau|1113|8
13|20190711T163057|yjajx51k-4lav-yr1p-vead-bcz18feq9fs2|428|19
14|20190711T163057|xi6n04vq-9tpx-l9az-1t4x-1z8cpdo5qo2z|191|15
15|20190711T163057|7j6db3sd-t2uq-5hzg-ze8e-vk7jfknz5aau|931|7
16|20190711T163057|rmltoscp-jdsk-31dx-478m-bd9wzb3ogmzj|1372|16
17|20190711T163057|xi6n04vq-9tpx-l9az-1t4x-1z8cpdo5qo2z|936|2
18|20190711T163057|8pb0kk74-64zr-eyc3-we7t-y6xw4wyaxdvm|400|0
19|20190711T163057|x1zx7oyk-8isc-i58n-z86n-vdnb60sc0xvo|981|1
20|20190711T163057|e9hvsism-uw34-6u74-dizs-n3m79l93nbqn|173|19
21|20190711T163057|x1zx7oyk-8isc-i58n-z86n-vdnb60sc0xvo|406|8
22|20190711T163057|yntmisgl-2lmo-l6dg-lu0q-vggs96flk737|338|1
23|20190711T163057|rmltoscp-jdsk-31dx-478m-bd9wzb3ogmzj|89|11
